-1,무기,종말 탄식의 노래,https://webstatic.mihoyo.com/upload/op-public/2021/02/04/b115bed7f7d3a4b47790f936c5648ecf_2054403184908863457.png,
-1,무기,호마의 지팡이,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/3938c35c05c3c155e557f49013945d75_9201137672077612660.png,
-1,무기,화박연,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/0640786ae6809995e96d9c29c82722ea_7784236392718556731.png,
-1,캐릭터,각청,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/520b55c9caea9a48a2944d76e440336a_8799414428561417528.png,雷
-1,캐릭터,벤티,https://webstatic.mihoyo.com/upload/op-public/2021/02/04/ae9f2ea89a86bef8d2c79e1f9df27daa_6079010528813205681.png,风
-1,캐릭터,소,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/c1d61bd00fb67ae1b3653d6e0cfc6faf_2216031240631533952.png,风
-1,캐릭터,호두,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/b9fc76e89d1c04ef640afeb5cf2b3af2_1774478511990332077.png,火
-2,무기,늑대의 말로,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/ffbbf83a3161c3ae7395ce52565ba641_544595668378488718.png,
-2,무기,반암결록,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/5826e7a6f499449a04032850b385b35f_6863049074293491094.png,
-2,무기,천공의 검,https://webstatic.mihoyo.com/upload/op-public/2021/02/04/6054dfd173d06f29d31064fd2d7e59b6_6415707365128291456.png,
1003,캐릭터,진,,
1016,캐릭터,다이루크,,
1022,캐릭터,벤티,,
1029,캐릭터,클레,,
1030,캐릭터,종려,,
1033,캐릭터,타르탈리아,,
1035,캐릭터,치치,,
1037,캐릭터,감우,,
1038,캐릭터,알베도,,
1041,캐릭터,모나,,
1042,캐릭터,각청,,
11501,무기,매의 검,,
11502,무기,천공의 검,,
11504,무기,참봉의 칼날,,
12501,무기,천공의 긍지,,
12502,무기,늑대의 말로,,
12504,무기,무공의 검,,
13502,무기,천공의 마루,,
13504,무기,관홍의 창,,
13505,무기,화박연,,
14501,무기,천공의 두루마리,,
14502,무기,사풍 원서,,
14504,무기,속세의 자물쇠,,
15501,무기,천공의 날개,,
15502,무기,아모스의 활,,
