-2,ตัวละคร,Bennett,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/34174afbaa2a611d3ce01feb19b4c78d_7607137126309403414.png,火
-2,ตัวละคร,Xinyan,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/f4e12825c2f5c6092e4924bfa858e3d0_3798021985996233701.png,火
-3,ตัวละคร,Diona,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/1bb68f5d72f950607d250cef6c11c11a_960803883313570554.png,冰
-3,ตัวละคร,Ningguang,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/20165f7436dbf4e5c293c6da7872d29e_3694465760116699065.png,岩
-3,อาวุธ,Rust,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/d6fd2bf89ceaa3b87c90c78700a8ac42_2285258791190441596.png,
-4,ตัวละคร,Barbara,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/5a9383923a91526bafbb606f425f971c_581497180126613883.png,水
-4,ตัวละคร,Beidou,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/ceb2bd01f54c90b4364975339665b750_1774478511990332077.png,雷
-4,อาวุธ,Eye of Perception,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/ed0f0a1e4e560dd1c334f6b47448e5e1_8339715369432445071.png,
-5,อาวุธ,Favonius Lance,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/e0d1e08061b1112e51db3945753983d5_8936283756238780530.png,
-6,อาวุธ,Sacrificial Greatsword,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/fff836b8342bf455b18d0ab3ff422e0b_5122407819721889683.png,
-7,อาวุธ,The Flute,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/7dea6e506388101486beb5a7652e7d0e_1816165728530143947.png,
1006,ตัวละคร,Lisa,,
1014,ตัวละคร,Barbara,,
1015,ตัวละคร,Kaeya,,
1020,ตัวละคร,Razor,,
1021,ตัวละคร,Amber,,
1023,ตัวละคร,Xiangling,,
1024,ตัวละคร,Beidou,,
1025,ตัวละคร,Xingqiu,,
1027,ตัวละคร,Ningguang,,
1031,ตัวละคร,Fischl,,
1032,ตัวละคร,Bennett,,
1034,ตัวละคร,Noelle,,
1036,ตัวละคร,Chongyun,,
1039,ตัวละคร,Diona,,
1043,ตัวละคร,Sucrose,,
1044,ตัวละคร,Xinyan,,
11401,อาวุธ,Favonius Sword,,
11402,อาวุธ,The Flute,,
11403,อาวุธ,Sacrificial Sword,,
11405,อาวุธ,Lion's Roar,,
12401,อาวุธ,Favonius Greatsword,,
12402,อาวุธ,The Bell,,
12403,อาวุธ,Sacrificial Greatsword,,
12405,อาวุธ,Rainslasher,,
12410,อาวุธ,Lithic Blade,,
13401,อาวุธ,Dragon's Bane,,
13406,อาวุธ,Lithic Spear,,
13407,อาวุธ,Favonius Lance,,
14401,อาวุธ,Favonius Codex,,
14402,อาวุธ,The Widsith,,
14403,อาวุธ,Sacrificial Fragments,,
14409,อาวุธ,Eye of Perception,,
15401,อาวุธ,Favonius Warbow,,
15402,อาวุธ,The Stringless,,
15403,อาวุธ,Sacrificial Bow,,
15405,อาวุธ,Rust,,
