-2,Figur,Bennett,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/34174afbaa2a611d3ce01feb19b4c78d_7607137126309403414.png,火
-2,Figur,Xinyan,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/f4e12825c2f5c6092e4924bfa858e3d0_3798021985996233701.png,火
-3,Figur,Diona,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/1bb68f5d72f950607d250cef6c11c11a_960803883313570554.png,冰
-3,Figur,Ningguang,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/20165f7436dbf4e5c293c6da7872d29e_3694465760116699065.png,岩
-3,Waffe,Rostiger Bogen,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/d6fd2bf89ceaa3b87c90c78700a8ac42_2285258791190441596.png,
-4,Figur,Barbara,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/5a9383923a91526bafbb606f425f971c_581497180126613883.png,水
-4,Figur,Beidou,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/ceb2bd01f54c90b4364975339665b750_1774478511990332077.png,雷
-4,Waffe,Herzensblick,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/ed0f0a1e4e560dd1c334f6b47448e5e1_8339715369432445071.png,
-5,Waffe,Favonius-Lanze,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/e0d1e08061b1112e51db3945753983d5_8936283756238780530.png,
-6,Waffe,Opfergroßschwert,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/fff836b8342bf455b18d0ab3ff422e0b_5122407819721889683.png,
-7,Waffe,Flöte,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/7dea6e506388101486beb5a7652e7d0e_1816165728530143947.png,
1006,Figur,Lisa,,
1014,Figur,Barbara,,
1015,Figur,Kaeya,,
1020,Figur,Razor,,
1021,Figur,Amber,,
1023,Figur,Xiangling,,
1024,Figur,Beidou,,
1025,Figur,Xingqiu,,
1027,Figur,Ningguang,,
1031,Figur,Fischl,,
1032,Figur,Bennett,,
1034,Figur,Noelle,,
1036,Figur,Chongyun,,
1039,Figur,Diona,,
1043,Figur,Saccharose,,
1044,Figur,Xinyan,,
11401,Waffe,Favonius-Schwert,,
11402,Waffe,Flöte,,
11403,Waffe,Opferschwert,,
11405,Waffe,Drachenschrei,,
12401,Waffe,Favonius-Großschwert,,
12402,Waffe,Glocke,,
12403,Waffe,Opfergroßschwert,,
12405,Waffe,Regenschnitter,,
12410,Waffe,Antikes Millelithenschwert,,
13401,Waffe,Drachenschreck,,
13406,Waffe,Millelithenlanze,,
13407,Waffe,Favonius-Lanze,,
14401,Waffe,Favonius-Kodex,,
14402,Waffe,Landstreichernoten,,
14403,Waffe,Opferrituale,,
14409,Waffe,Herzensblick,,
15401,Waffe,Favonius-Jagdbogen,,
15402,Waffe,Der Sehnenlose,,
15403,Waffe,Opferbogen,,
15405,Waffe,Rostiger Bogen,,
